Drug_A,Drug_B,Cell_Line,Score,Label
126941,3062316,PA1,-34.07389116,0
126941,3062316,RKO,-25.01685668,0
126941,3062316,RPMI7951,-24.52559262,0
126941,3062316,SKMEL30,-31.23841483,0
126941,3062316,SKMES1,-16.56254524,0
126941,3062316,SKOV3,-3.191177964,0
126941,3062316,SW620,-2.862696239,0
126941,3062316,UACC62,-9.38760589,0
126941,3062316,UWB1289,-10.87087561,0
126941,3062316,UWB1289BRCA1,-21.36207504,0
126941,3062316,ZR751,-29.40917134,0
126941,5288382,A2058,-44.18515593,0
126941,5288382,A2780,-21.07951982,0
126941,5288382,A375,-3.501608476,0
126941,5288382,A427,-11.16572821,0
126941,5288382,CAOV3,-16.71346999,0
126941,5288382,DLD1,-5.338299708,0
126941,5288382,EFM192B,-0.71530023,0
126941,5288382,ES2,-2.760047439,0
126941,5288382,HCT116,-49.42810413,0
126941,5288382,HT144,-2.942101696,0
126941,5288382,HT29,-9.572354788,0
126941,5288382,KPL1,-29.90598895,0
126941,5288382,LOVO,-5.997125214,0
126941,5288382,MDAMB436,-11.29759903,0
126941,5288382,MSTO,-37.36078315,0
126941,5288382,NCIH1650,-14.6184651,0
126941,5288382,NCIH2122,-17.64561035,0
126941,5288382,NCIH23,-33.84375306,0
126941,5288382,NCIH460,-39.70587496,0
126941,5288382,NCIH520,-16.32603476,0
126941,5288382,OV90,-2.629742435,0
126941,5288382,OVCAR3,-39.03795705,0
126941,5288382,PA1,-21.62002905,0
126941,5288382,RKO,-29.27795159,0
126941,5288382,RPMI7951,-18.53390009,0
126941,5288382,SKMES1,-19.62939942,0
126941,5288382,SKOV3,-5.18929341,0
126941,5288382,SW620,-26.09948733,0
126941,5288382,SW837,-0.012863251,0
126941,5288382,T47D,-23.87788965,0
126941,5288382,UACC62,-21.02512717,0
126941,5288382,UWB1289,-9.53210747,0
126941,5288382,UWB1289BRCA1,-19.56759262,0
126941,5288382,VCAP,-13.78559857,0
126941,5288382,ZR751,-26.00808283,0
126941,5329102,A2058,-14.35651076,0
126941,5329102,A2780,-8.914358743,0
126941,5329102,A375,-11.79662018,0
126941,5329102,A427,-11.17787683,0
126941,5329102,CAOV3,-13.28428266,0
126941,5329102,COLO320DM,-7.855086349,0
126941,5329102,DLD1,-10.3117504,0
126941,5329102,ES2,-1.977805269,0
126941,5329102,HCT116,-23.43372074,0
126941,5329102,HT144,-2.878296152,0
126941,5329102,HT29,-12.26749867,0
126941,5329102,KPL1,-12.60925887,0
126941,5329102,LNCAP,-9.92236147,0
126941,5329102,LOVO,-1.031290676,0
126941,5329102,MDAMB436,-9.348887504,0
126941,5329102,MSTO,-21.25303017,0
126941,5329102,NCIH1650,-6.037105468,0
126941,5329102,NCIH2122,-7.990593409,0
126941,5329102,NCIH23,-17.93498954,0
126941,5329102,NCIH460,-15.25979172,0
126941,5329102,NCIH520,-15.6273466,0
126941,5329102,OCUBM,-2.919815747,0
126941,5329102,OV90,-7.623451233,0
126941,5329102,OVCAR3,-16.35123107,0
126941,5329102,PA1,-21.04320889,0
126941,5329102,RKO,-17.71620688,0
126941,5329102,RPMI7951,-10.91508031,0
126941,5329102,SKMEL30,-14.39924506,0
126941,5329102,SKMES1,-21.39355787,0
126941,5329102,SW620,-16.17773012,0
126941,5329102,SW837,-14.18103886,0
126941,5329102,T47D,-17.10641241,0
126941,5329102,UACC62,-8.134337499,0
126941,5329102,UWB1289,-1.082453494,0
126941,5329102,UWB1289BRCA1,-4.942524703,0
126941,5329102,VCAP,-17.16750466,0
126941,5329102,ZR751,-15.34042034,0
126941,9826528,A2058,-19.38027871,0
126941,9826528,A2780,-8.914021624,0
126941,9826528,A375,-6.631839446,0
126941,9826528,CAOV3,-0.721724312,0
126941,9826528,ES2,-11.41722079,0
126941,9826528,HCT116,-28.24807878,0
126941,9826528,HT29,-11.81256221,0
126941,9826528,KPL1,-0.241121612,0
126941,9826528,LNCAP,-11.13636331,0
126941,9826528,LOVO,-11.54436348,0
126941,9826528,MDAMB436,-1.774970049,0
126941,9826528,MSTO,-13.0519968,0
126941,9826528,NCIH1650,-3.551375971,0
126941,9826528,NCIH2122,-2.111996235,0
126941,9826528,NCIH23,-7.422561299,0
126941,9826528,NCIH460,-22.3243714,0
126941,9826528,NCIH520,-1.356749464,0
126941,9826528,OV90,-3.117623101,0
126941,9826528,OVCAR3,-27.62275041,0
126941,9826528,PA1,-18.950307,0
126941,9826528,RKO,-26.86261098,0
126941,9826528,RPMI7951,-23.67247034,0
126941,9826528,SKMEL30,-8.443924507,0
126941,9826528,SKMES1,-2.806755873,0
126941,9826528,SKOV3,-0.22911954,0
126941,9826528,SW620,-16.05748437,0
126941,9826528,T47D,-10.52128058,0
126941,9826528,UACC62,-15.10373388,0
126941,9826528,UWB1289,-8.109640349,0
126941,9826528,UWB1289BRCA1,-7.076738361,0
126941,9826528,ZR751,-14.25895131,0
126941,11520894,A2058,-21.66906573,0
126941,11520894,A2780,-11.29365616,0
126941,11520894,A375,-15.56543955,0
126941,11520894,CAOV3,-2.140574337,0
126941,11520894,DLD1,-2.606550934,0
126941,11520894,ES2,-5.475801931,0
126941,11520894,HCT116,-25.58100925,0
126941,11520894,HT29,-2.024703769,0
126941,11520894,KPL1,-1.199721312,0
126941,11520894,LNCAP,-13.56511235,0
126941,11520894,LOVO,-4.623336845,0
126941,11520894,MDAMB436,-10.76644461,0
126941,11520894,MSTO,-23.51374829,0
126941,11520894,NCIH1650,-3.728623322,0
126941,11520894,NCIH2122,-1.43051643,0
126941,11520894,NCIH23,-15.00717349,0
126941,11520894,NCIH460,-11.0543023,0
126941,11520894,NCIH520,-7.424101599,0
126941,11520894,OCUBM,-12.81720011,0
126941,11520894,OV90,-0.087903118,0
126941,11520894,OVCAR3,-44.12945079,0
126941,11520894,PA1,-18.22794903,0
126941,11520894,RKO,-25.07276741,0
126941,11520894,RPMI7951,-33.25390716,0
126941,11520894,SKMES1,-6.01954987,0
126941,11520894,SW620,-4.19578072,0
126941,11520894,T47D,-20.05299688,0
126941,11520894,UWB1289,-3.832969352,0
126941,11520894,UWB1289BRCA1,-8.99808106,0
126941,11520894,VCAP,-12.34087865,0
126941,11520894,ZR751,-19.54908972,0
126941,11960529,A2058,-20.92611544,0
126941,11960529,A2780,-4.219367541,0
126941,11960529,A375,-7.551223353,0
126941,11960529,CAOV3,-2.404475577,0
126941,11960529,HCT116,-21.65183373,0
126941,11960529,HT144,-0.032445275,0
126941,11960529,KPL1,-1.71327251,0
126941,11960529,LNCAP,-14.94123794,0
126941,11960529,LOVO,-15.09554516,0
126941,11960529,MSTO,-10.42339192,0
126941,11960529,NCIH1650,-8.966644609,0
126941,11960529,NCIH23,-7.564126857,0
126941,11960529,NCIH460,-12.68037651,0
126941,11960529,NCIH520,-5.030737169,0
126941,11960529,OV90,-5.954565928,0
126941,11960529,OVCAR3,-22.72410037,0
126941,11960529,PA1,-13.3282645,0
126941,11960529,RKO,-19.58169784,0
126941,11960529,SKOV3,-0.401220452,0
126941,11960529,SW620,-7.447236875,0
126941,11960529,T47D,-31.86794075,0
126941,11960529,UWB1289,-0.179443158,0
126941,11960529,ZR751,-12.04264842,0
126941,11977753,A2058,-38.0121297,0
126941,11977753,A2780,-16.82481039,0
126941,11977753,A375,-25.61862021,0
126941,11977753,A427,-8.949540554,0
126941,11977753,CAOV3,-17.50490635,0
126941,11977753,COLO320DM,-6.803307176,0
126941,11977753,DLD1,-16.9202632,0
126941,11977753,ES2,-12.19126927,0
126941,11977753,HCT116,-41.02096824,0
126941,11977753,HT29,-6.020533594,0
126941,11977753,KPL1,-16.20786001,0
126941,11977753,LNCAP,48.29250264,1
126941,11977753,MDAMB436,-13.48337625,0
126941,11977753,MSTO,-23.31530174,0
126941,11977753,NCIH1650,-6.201647618,0
126941,11977753,NCIH2122,-11.09106924,0
126941,11977753,NCIH23,-31.96671719,0
126941,11977753,NCIH460,-30.68313271,0
126941,11977753,NCIH520,-8.97233779,0
126941,11977753,OCUBM,-14.67794352,0
126941,11977753,OVCAR3,-35.28896071,0
126941,11977753,PA1,-32.96232274,0
126941,11977753,RKO,-28.04532216,0
126941,11977753,RPMI7951,-30.63826516,0
126941,11977753,SKMEL30,-3.880449615,0
126941,11977753,SKMES1,-19.01194681,0
126941,11977753,SW620,-19.46207595,0
126941,11977753,T47D,35.74583505,1
126941,11977753,UACC62,-6.285283318,0
126941,11977753,UWB1289,-9.940996808,0
126941,11977753,UWB1289BRCA1,-14.62380502,0
126941,11977753,VCAP,-30.57954225,0
126941,11977753,ZR751,-6.989471757,0
126941,16224745,A2058,-10.82459377,0
126941,16224745,A2780,-1.026379236,0
126941,16224745,CAOV3,-1.024761832,0
126941,16224745,COLO320DM,-5.626797744,0
126941,16224745,ES2,-2.734783945,0
126941,16224745,HCT116,-22.78299422,0
126941,16224745,HT29,-15.64250491,0
126941,16224745,KPL1,-15.60949767,0
126941,16224745,LNCAP,-17.32791323,0
126941,16224745,MSTO,-14.4594285,0
126941,16224745,NCIH1650,-5.13781303,0
126941,16224745,NCIH2122,-7.617320126,0
126941,16224745,NCIH23,-10.3582365,0
126941,16224745,NCIH460,-6.467093024,0
126941,16224745,NCIH520,-11.52382182,0
126941,16224745,OVCAR3,-23.72115882,0
126941,16224745,PA1,-19.9938732,0
126941,16224745,RKO,-15.71573371,0
126941,16224745,RPMI7951,-13.10079255,0
126941,16224745,SKMES1,-16.42731554,0
126941,16224745,SW837,-23.83050998,0
126941,16224745,T47D,-40.17065284,0
126941,16224745,UACC62,-1.555101068,0
126941,16224745,UWB1289,-6.632507173,0
126941,16224745,UWB1289BRCA1,-23.20157488,0
126941,16224745,VCAP,-24.3180062,0
126941,16224745,ZR751,-20.98974582,0
126941,24748204,A2058,-22.64513057,0
126941,24748204,A2780,-8.739816621,0
126941,24748204,A375,-0.785147621,0
126941,24748204,CAOV3,-3.653315179,0
126941,24748204,DLD1,-2.600496796,0
126941,24748204,EFM192B,-8.815878598,0
126941,24748204,ES2,-4.913414494,0
126941,24748204,HCT116,-16.7084026,0
126941,24748204,HT144,-7.349696025,0
126941,24748204,HT29,-4.677482627,0
126941,24748204,KPL1,-16.33137976,0
126941,24748204,LNCAP,-29.36170229,0
126941,24748204,LOVO,-15.79526144,0
126941,24748204,MSTO,-12.79248306,0
126941,24748204,NCIH1650,-5.826408808,0
126941,24748204,NCIH2122,-6.557209247,0
126941,24748204,NCIH23,-10.98470425,0
126941,24748204,NCIH460,-39.39955611,0
126941,24748204,NCIH520,-14.34791926,0
126941,24748204,OCUBM,-8.150284828,0
126941,24748204,OVCAR3,-36.02656343,0
126941,24748204,PA1,-29.22065381,0
126941,24748204,RKO,-19.90048731,0
126941,24748204,RPMI7951,-11.67215194,0
126941,24748204,SKMES1,-7.506174064,0
126941,24748204,SW620,-3.174639353,0
126941,24748204,SW837,-7.575962707,0
126941,24748204,UACC62,-6.309057908,0
126941,24748204,VCAP,-22.0539202,0
126941,24748204,ZR751,-18.65314763,0
126941,24856436,A2058,-15.7931997,0
126941,24856436,A2780,-3.648519996,0
126941,24856436,A427,-10.2741063,0
126941,24856436,COLO320DM,-16.89325415,0
126941,24856436,DLD1,-3.33781318,0
126941,24856436,EFM192B,-7.479607159,0
126941,24856436,ES2,-2.632905328,0
126941,24856436,HCT116,-20.04582991,0
126941,24856436,HT29,-19.6274971,0
126941,24856436,KPL1,-13.00411063,0
126941,24856436,LNCAP,-25.20689136,0
126941,24856436,LOVO,-3.938172737,0
126941,24856436,MDAMB436,-4.057477136,0
126941,24856436,MSTO,-14.68436586,0
126941,24856436,NCIH1650,-5.78683354,0
126941,24856436,NCIH2122,-1.48186242,0
126941,24856436,NCIH23,-17.97365095,0
126941,24856436,NCIH460,-11.04226708,0
126941,24856436,NCIH520,-18.27517586,0
126941,24856436,OCUBM,-6.018460361,0
126941,24856436,OVCAR3,-22.90616039,0
126941,24856436,PA1,-18.00024231,0
126941,24856436,RKO,-16.78835289,0
126941,24856436,RPMI7951,-9.0067378,0
126941,24856436,SKMEL30,-9.694797511,0
126941,24856436,SKMES1,-13.50511874,0
126941,24856436,SW620,-15.17262545,0
126941,24856436,SW837,-13.10600229,0
126941,24856436,T47D,-13.49902402,0
126941,24856436,UWB1289BRCA1,-14.0928179,0
126941,24856436,VCAP,-27.39232671,0
126941,24856436,ZR751,-13.97769032,0
126941,24958200,A2058,-25.77083095,0
126941,24958200,A2780,-8.901677252,0
126941,24958200,A375,-10.40122128,0
126941,24958200,CAOV3,-12.55773895,0
126941,24958200,COLO320DM,-1.694006455,0
126941,24958200,ES2,-7.601468531,0
126941,24958200,HCT116,-26.4602113,0
126941,24958200,HT144,-5.988838903,0
126941,24958200,HT29,-2.456350514,0
126941,24958200,KPL1,-17.23660938,0
126941,24958200,LNCAP,-30.02924628,0
126941,24958200,LOVO,-7.987242446,0
126941,24958200,MDAMB436,-1.187937527,0
126941,24958200,MSTO,-23.78992633,0
126941,24958200,NCIH1650,-1.344416476,0
126941,24958200,NCIH23,-13.42669078,0
126941,24958200,NCIH460,-15.38289385,0
126941,24958200,NCIH520,-21.2006967,0
126941,24958200,OV90,-7.481477437,0
126941,24958200,OVCAR3,-20.28744516,0
126941,24958200,PA1,-29.84050254,0
126941,24958200,RKO,-22.26111925,0
126941,24958200,SKMEL30,-16.18764437,0
126941,24958200,SKMES1,-2.248465996,0
126941,24958200,SW620,-11.41188943,0
126941,24958200,SW837,-7.737208927,0
126941,24958200,T47D,-6.913793863,0
126941,24958200,UACC62,-8.308194875,0
126941,24958200,VCAP,-9.904866439,0
126941,24958200,ZR751,-12.76752259,0
126941,24964624,A2058,-11.89008748,0
126941,24964624,A2780,-0.892799528,0
126941,24964624,EFM192B,-9.260611005,0
126941,24964624,HCT116,-19.1665728,0
126941,24964624,KPL1,-6.633023744,0
126941,24964624,LNCAP,-8.945319726,0
126941,24964624,LOVO,-6.344415958,0
126941,24964624,MSTO,-15.34211611,0
126941,24964624,NCIH2122,-3.520805436,0
126941,24964624,NCIH23,-5.176210233,0
126941,24964624,NCIH460,-21.21014036,0
126941,24964624,NCIH520,-12.85406525,0
126941,24964624,OCUBM,-12.31352093,0
126941,24964624,OV90,-1.196124891,0
126941,24964624,OVCAR3,-37.91312295,0
126941,24964624,PA1,-17.60565425,0
126941,24964624,RKO,-17.77559673,0
126941,24964624,RPMI7951,-14.10145956,0
126941,24964624,T47D,-15.26166404,0
126941,24964624,UWB1289BRCA1,-2.344582311,0
126941,24964624,VCAP,-24.84040985,0
126941,24964624,ZR751,-15.84614561,0
126941,46926350,A2058,-13.74681739,0
126941,46926350,A2780,-10.30343952,0
126941,46926350,A427,-3.451416942,0
126941,46926350,CAOV3,-4.052257285,0
126941,46926350,EFM192B,-2.835743195,0
126941,46926350,ES2,-5.715895919,0
126941,46926350,HCT116,-33.4204808,0
126941,46926350,HT144,-0.593389974,0
126941,46926350,HT29,-3.315125388,0
126941,46926350,KPL1,-13.88442443,0
126941,46926350,LNCAP,-2.99710486,0
126941,46926350,LOVO,-2.552213411,0
126941,46926350,MSTO,-21.42852431,0
126941,46926350,NCIH1650,-10.10463043,0
126941,46926350,NCIH23,-13.65265379,0
126941,46926350,NCIH520,-7.932825116,0
126941,46926350,OCUBM,-0.584166727,0
126941,46926350,OV90,-4.132352446,0
126941,46926350,OVCAR3,-17.7021981,0
126941,46926350,PA1,-30.39064892,0
126941,46926350,RKO,-11.61599307,0
126941,46926350,RPMI7951,-5.174889393,0
126941,46926350,SKMEL30,-8.22179839,0
126941,46926350,SKMES1,-4.337518716,0
126941,46926350,SKOV3,-6.779404332,0
126941,46926350,SW620,-12.67622232,0
126941,46926350,SW837,-5.521070602,0
126941,46926350,T47D,-25.36621389,0
126941,46926350,UACC62,-5.336732095,0
126941,46926350,UWB1289,-8.106426403,0
126941,46926350,UWB1289BRCA1,-11.94312092,0
126941,46926350,VCAP,-18.71590479,0
126941,46926350,ZR751,-8.314448418,0
176870,60700,HCT116,32.08496121,1
176870,60700,LOVO,32.12638544,1
176870,60700,MSTO,-2.517627621,0
176870,60700,NCIH2122,37.08704855,1
176870,60700,NCIH460,33.09865807,1
176870,60700,NCIH520,31.44481537,1
176870,60700,OVCAR3,-3.760329454,0
176870,60700,RKO,49.30660489,1
176870,60700,SKMEL30,33.82957414,1
176870,60700,SW837,41.81525129,1
176870,60700,T47D,-8.418283418,0
176870,60700,UWB1289,-8.199685309,0
176870,60700,VCAP,58.19345418,1
176870,60700,ZR751,52.94124794,1
176870,104842,A2780,36.95459201,1
176870,104842,A375,33.42878416,1
176870,104842,HCT116,35.52871201,1
176870,104842,HT29,33.40283823,1
176870,104842,LNCAP,-23.06287044,0
176870,104842,NCIH2122,41.60026332,1
176870,104842,NCIH23,53.28600154,1
176870,104842,NCIH460,67.7815276,1
176870,104842,OV90,-17.32644536,0
176870,104842,PA1,30.90677525,1
176870,104842,RPMI7951,48.39241724,1
176870,104842,SW837,44.01183222,1
176870,104842,VCAP,42.30916661,1
176870,104842,ZR751,52.34467525,1
176870,216239,A2058,-1.656545425,0
176870,216239,COLO320DM,-1.595977909,0
176870,216239,EFM192B,-7.758444182,0
176870,216239,LNCAP,-8.097260724,0
176870,216239,LOVO,-2.257154012,0
176870,216239,MDAMB436,-0.138370486,0
176870,216239,MSTO,-7.121315309,0
176870,216239,OVCAR3,-18.11266802,0
176870,216239,RPMI7951,-6.121401576,0
176870,216239,SKMES1,-4.668334827,0
176870,216239,ZR751,-3.034091706,0
176870,387447,A2058,-1.029009573,0
176870,387447,A2780,-23.08608321,0
176870,387447,A427,-15.65410165,0
176870,387447,CAOV3,-18.43407369,0
176870,387447,COLO320DM,-19.42850827,0
176870,387447,EFM192B,-1.662792904,0
176870,387447,ES2,-22.64897131,0
176870,387447,HT144,-16.19947167,0
176870,387447,HT29,-14.92795583,0
176870,387447,LNCAP,-17.80210878,0
176870,387447,MDAMB436,-6.150347221,0
176870,387447,NCIH1650,-14.2940195,0
176870,387447,NCIH2122,-3.425737389,0
176870,387447,NCIH23,-6.601665315,0
176870,387447,NCIH520,-23.84255611,0
176870,387447,OV90,-10.51068817,0
176870,387447,OVCAR3,-15.0662119,0
176870,387447,PA1,-9.264225,0
176870,387447,RPMI7951,-16.84735374,0
176870,387447,SKMES1,-11.42040437,0
176870,387447,SKOV3,-6.234852767,0
176870,387447,T47D,-42.70233051,0
176870,387447,UACC62,-20.68908184,0
176870,387447,UWB1289,-20.09891095,0
176870,3062316,A2058,50.85612673,1
176870,3062316,A2780,55.7433202,1
176870,3062316,A427,67.02852359,1
176870,3062316,CAOV3,35.76292632,1
176870,3062316,DLD1,68.43284741,1
176870,3062316,EFM192B,52.37427854,1
176870,3062316,HCT116,-2.842623837,0
176870,3062316,HT144,-44.27131648,0
176870,3062316,KPL1,-4.168161385,0
176870,3062316,LNCAP,30.85505426,1
176870,3062316,LOVO,39.95268983,1
176870,3062316,MSTO,-112.7046695,0
176870,3062316,NCIH1650,61.58695742,1
176870,3062316,NCIH2122,-6.547239182,0
176870,3062316,NCIH520,48.936706,1
176870,3062316,OVCAR3,100.767868,1
176870,3062316,SKMEL30,-20.14259668,0
176870,3062316,SKMES1,55.34476194,1
176870,3062316,SKOV3,34.88545929,1
176870,3062316,SW620,31.19986694,1
176870,3062316,SW837,55.38902039,1
176870,3062316,UACC62,30.71440017,1
176870,3062316,UWB1289,43.18599864,1
176870,3062316,UWB1289BRCA1,49.46793269,1
176870,3062316,ZR751,-53.72833547,0
176870,5288382,A2780,-0.606103969,0
176870,5288382,A375,36.18756156,1
176870,5288382,A427,-3.759599548,0
176870,5288382,COLO320DM,-0.252340221,0
176870,5288382,DLD1,31.67965199,1
176870,5288382,ES2,-3.059834643,0
176870,5288382,HCT116,41.62495754,1
176870,5288382,LOVO,-2.718358817,0
176870,5288382,MSTO,-22.21185453,0
176870,5288382,OCUBM,-12.9753621,0
176870,5288382,OV90,-8.956888638,0
176870,5288382,OVCAR3,-34.65717496,0
176870,5288382,RPMI7951,-10.72328848,0
176870,5288382,SW620,-8.082114571,0
176870,5288382,UWB1289,-22.88384516,0
176870,5288382,UWB1289BRCA1,-22.83848169,0
176870,9826528,CAOV3,46.93900496,1
176870,9826528,COLO320DM,-1.970554943,0
176870,9826528,DLD1,39.517205,1
176870,9826528,KPL1,-3.623375924,0
176870,9826528,LNCAP,-5.865411183,0
176870,9826528,LOVO,37.16879127,1
176870,9826528,MSTO,-17.33461973,0
176870,9826528,NCIH2122,63.43808914,1
176870,9826528,NCIH520,-4.567846787,0
176870,9826528,OCUBM,-1.453775509,0
176870,9826528,OV90,-5.053683079,0
176870,9826528,SW620,-10.3945433,0
176870,9826528,SW837,31.64566875,1
176870,9826528,T47D,-32.78744411,0
176870,9826528,VCAP,-1.164693008,0
176870,9826528,ZR751,32.23841884,1
176870,9887053,A2058,-14.44814605,0
176870,9887053,A2780,-41.24503228,0
176870,9887053,A375,-4.012613437,0
176870,9887053,A427,-20.69166135,0
176870,9887053,CAOV3,-19.3377721,0
176870,9887053,COLO320DM,-15.41204948,0
176870,9887053,DLD1,-10.52325405,0
176870,9887053,EFM192B,-28.17197926,0
176870,9887053,ES2,-24.54218878,0
176870,9887053,HCT116,-19.58979645,0
176870,9887053,HT144,-24.48137144,0
176870,9887053,HT29,-20.05594529,0
176870,9887053,KPL1,-1.943763983,0
176870,9887053,LNCAP,-10.98615564,0
176870,9887053,LOVO,-3.211574446,0
176870,9887053,MDAMB436,-23.05639303,0
176870,9887053,MSTO,-3.014703568,0
176870,9887053,NCIH1650,-9.134327482,0
176870,9887053,NCIH2122,-11.66336863,0
176870,9887053,NCIH23,-27.97151102,0
176870,9887053,NCIH460,-45.68658386,0
176870,9887053,NCIH520,-14.84679947,0
176870,9887053,OCUBM,-7.648482727,0
176870,9887053,OV90,-31.19833126,0
176870,9887053,PA1,-57.24112604,0
176870,9887053,RKO,-6.025808177,0
176870,9887053,RPMI7951,-44.63831953,0
176870,9887053,SKMEL30,-10.22493429,0
176870,9887053,SW620,-33.75034384,0
176870,9887053,SW837,-5.11531975,0
176870,9887053,T47D,-9.287320112,0
176870,9887053,UACC62,-17.15687451,0
176870,9887053,UWB1289BRCA1,-0.285564865,0
176870,9887053,VCAP,-8.145473694,0
176870,11520894,A2058,52.26171598,1
176870,11520894,A2780,36.23987344,1
176870,11520894,A375,56.66491207,1
176870,11520894,A427,32.50271138,1
176870,11520894,CAOV3,62.65781411,1
176870,11520894,DLD1,44.79209385,1
176870,11520894,EFM192B,65.95898663,1
176870,11520894,ES2,44.9903576,1
176870,11520894,HT144,36.79371745,1
176870,11520894,HT29,31.57708029,1
176870,11520894,KPL1,46.75582861,1
176870,11520894,LOVO,47.34442041,1
176870,11520894,MSTO,-137.2614159,0
176870,11520894,NCIH2122,45.29161162,1
176870,11520894,NCIH23,40.58409884,1
176870,11520894,NCIH460,42.49559207,1
176870,11520894,OCUBM,48.47002622,1
176870,11520894,OV90,42.80120535,1
176870,11520894,OVCAR3,37.04348424,1
176870,11520894,PA1,52.51412182,1
176870,11520894,RKO,38.54313446,1
176870,11520894,RPMI7951,42.44759178,1
176870,11520894,SKMEL30,62.09326122,1
176870,11520894,SKMES1,32.10376803,1
176870,11520894,SKOV3,60.90617431,1
176870,11520894,SW837,34.68853378,1
176870,11520894,T47D,54.65479081,1
176870,11520894,UACC62,60.95019851,1
176870,11520894,UWB1289,40.66982585,1
176870,11520894,UWB1289BRCA1,40.57509394,1
176870,11520894,ZR751,71.43896439,1
176870,11960529,A375,-1.887476573,0
176870,11960529,A427,-1.926503305,0
176870,11960529,COLO320DM,-1.240222965,0
176870,11960529,ES2,-12.43349741,0
176870,11960529,HCT116,-3.424746588,0
176870,11960529,HT144,-5.994644575,0
176870,11960529,HT29,-11.26311941,0
176870,11960529,KPL1,-2.182880996,0
176870,11960529,LNCAP,-23.8823541,0
176870,11960529,MSTO,52.03256407,1
176870,11960529,NCIH1650,-7.117012472,0
176870,11960529,NCIH23,-4.735547822,0
176870,11960529,NCIH460,-6.515653333,0
176870,11960529,NCIH520,-3.76865619,0
176870,11960529,OV90,-13.32020911,0
176870,11960529,OVCAR3,-5.767442668,0
176870,11960529,RKO,-5.955965421,0
176870,11960529,RPMI7951,-8.09310882,0
176870,11960529,SKMEL30,-1.277147404,0
176870,11960529,SW620,-11.64468066,0
176870,11960529,T47D,-14.15331149,0
176870,11960529,UACC62,-8.248065955,0
176870,11960529,VCAP,-17.27573982,0
176870,11960529,ZR751,-1.402435654,0
176870,11977753,A2058,30.44723473,1
176870,11977753,A2780,32.9904113,1
176870,11977753,A375,32.79138222,1
176870,11977753,CAOV3,53.23611483,1
176870,11977753,DLD1,41.94861745,1
176870,11977753,EFM192B,36.28988368,1
176870,11977753,HCT116,40.74023865,1
176870,11977753,HT29,37.24732576,1
176870,11977753,KPL1,31.23105824,1
176870,11977753,LNCAP,85.15352215,1
176870,11977753,LOVO,38.90157501,1
176870,11977753,MDAMB436,34.3614618,1
176870,11977753,MSTO,40.76447271,1
176870,11977753,NCIH2122,53.94195019,1
176870,11977753,NCIH23,30.39517847,1
176870,11977753,NCIH460,34.65177323,1
176870,11977753,NCIH520,36.29686721,1
176870,11977753,OVCAR3,41.44320365,1
176870,11977753,RPMI7951,33.10748025,1
176870,11977753,SKMEL30,40.3172508,1
176870,11977753,SKMES1,40.10436985,1
176870,11977753,SKOV3,33.22300939,1
176870,11977753,SW837,48.23512601,1
176870,11977753,T47D,141.790374,1
176870,11977753,UWB1289,40.58463507,1
176870,11977753,UWB1289BRCA1,41.01457813,1
176870,11977753,ZR751,52.1263634,1
176870,16224745,A375,37.74995952,1
176870,16224745,CAOV3,40.45472172,1
176870,16224745,KPL1,-3.593734348,0
176870,16224745,MSTO,-7.71071645,0
176870,16224745,NCIH1650,-3.636385703,0
176870,16224745,NCIH2122,-2.554158487,0
176870,16224745,T47D,-10.08431033,0
176870,16224745,UWB1289,-16.57226109,0
176870,16224745,UWB1289BRCA1,-25.67572603,0
176870,46926350,A427,-3.548762589,0
176870,46926350,CAOV3,-5.815744842,0
176870,46926350,COLO320DM,43.51603934,1
176870,46926350,HT29,-3.655231977,0
176870,46926350,MDAMB436,-5.376299308,0
176870,46926350,MSTO,-45.42477831,0
176870,46926350,OCUBM,-16.85915516,0
176870,46926350,PA1,-9.798475284,0
176870,46926350,SKOV3,-2.90630388,0
176870,46926350,SW620,-8.866955639,0
176870,46926350,T47D,-1.093565722,0
176870,46926350,VCAP,32.25620878,1
208908,60700,A375,-1.765935212,0
208908,60700,COLO320DM,-11.52246806,0
208908,60700,HCT116,-7.225650389,0
208908,60700,HT29,-12.56524254,0
208908,60700,MDAMB436,-0.994273666,0
208908,60700,NCIH520,-2.305857146,0
208908,60700,OV90,-12.15200977,0
208908,60700,OVCAR3,-13.40507251,0
208908,60700,SKOV3,-10.91761431,0
208908,60700,T47D,-5.738539865,0
208908,60700,UWB1289,-17.45662554,0
208908,60700,ZR751,42.33789748,1
208908,104842,A2780,42.90929646,1
208908,104842,A427,-12.7966106,0
208908,104842,CAOV3,31.47119412,1
208908,104842,HCT116,32.23325702,1
208908,104842,MSTO,62.62103329,1
208908,104842,NCIH2122,35.75040793,1
208908,104842,NCIH23,58.04697124,1
208908,104842,NCIH460,72.79578233,1
208908,104842,NCIH520,-7.039712068,0
208908,104842,OV90,-19.57182873,0
208908,104842,OVCAR3,46.08616398,1
208908,104842,PA1,55.62409407,1
208908,104842,RPMI7951,54.41850359,1
208908,104842,SW837,45.44353946,1
208908,104842,UWB1289BRCA1,31.20021385,1
208908,104842,VCAP,34.14797271,1
208908,104842,ZR751,36.74866746,1
208908,176870,A2058,-1.774548906,0
208908,176870,A2780,-0.347064384,0
208908,176870,A375,-3.204359126,0
