Drug_A,Drug_B,Cell_Line,Score
216453,11977753,SKMEL30,29.38651443
216453,11977753,SKMES1,31.13382529
216453,11977753,SKOV3,20.7939583
216453,11977753,SW620,29.76964442
216453,11977753,SW837,28.3545048
216453,11977753,T47D,100.7168772
216453,11977753,UACC62,29.13991624
216453,11977753,UWB1289,35.20268826
216453,11977753,UWB1289BRCA1,36.08804377
216453,11977753,VCAP,36.2040566
216453,11977753,ZR751,30.20053617
216453,16224745,A2058,34.40433372
216453,16224745,A2780,20.98064666
216453,16224745,A375,23.17707892
216453,16224745,A427,10.89734951
216453,16224745,CAOV3,21.69121505
216453,16224745,COLO320DM,15.81599636
216453,16224745,DLD1,2.217386015
216453,16224745,EFM192B,7.969866269
216453,16224745,ES2,18.64359246
216453,16224745,HCT116,5.484074571
216453,16224745,HT144,-69.55298015
216453,16224745,HT29,18.06804553
216453,16224745,KPL1,-4.502453403
216453,16224745,LNCAP,-69.91688569
216453,16224745,LOVO,11.79516371
216453,16224745,MDAMB436,9.442030118
216453,16224745,MSTO,1.660039784
216453,16224745,NCIH1650,-0.685812337
216453,16224745,NCIH2122,-8.437759166
216453,16224745,NCIH23,3.458853901
216453,16224745,NCIH460,6.933205144
216453,16224745,NCIH520,9.232732447
216453,16224745,OCUBM,15.69639609
216453,16224745,OV90,18.35992184
216453,16224745,OVCAR3,-20.13894756
216453,16224745,PA1,11.88366768
216453,16224745,RKO,22.01897036
216453,16224745,RPMI7951,0.918950136
216453,16224745,SKMEL30,9.285393836
216453,16224745,SKMES1,-4.931175506
216453,16224745,SKOV3,3.369607336
216453,16224745,SW620,4.908818949
216453,16224745,SW837,-87.12752054
216453,16224745,T47D,-3.498935788
216453,16224745,UACC62,8.461903839
216453,16224745,UWB1289,1.563542275
216453,16224745,UWB1289BRCA1,-4.694688832
216453,16224745,VCAP,12.55202647
216453,16224745,ZR751,0.796494514
216453,24748204,A2058,25.4027631
216453,24748204,A2780,17.97616507
216453,24748204,A375,27.48518919
216453,24748204,A427,31.11662341
216453,24748204,CAOV3,18.91149043
216453,24748204,COLO320DM,-44.63630794
216453,24748204,DLD1,8.391528544
216453,24748204,EFM192B,-8.015258611
216453,24748204,ES2,7.62212044
216453,24748204,HCT116,11.63548222
216453,24748204,HT144,4.764448933
216453,24748204,HT29,23.46348238
216453,24748204,KPL1,-2.596329697
216453,24748204,LNCAP,-48.41904865
216453,24748204,LOVO,2.420622444
216453,24748204,MDAMB436,7.653258707
216453,24748204,MSTO,9.860060611
216453,24748204,NCIH1650,3.488656311
216453,24748204,NCIH2122,0.074673438
216453,24748204,NCIH23,-0.014129706
216453,24748204,NCIH460,-0.231289186
216453,24748204,NCIH520,1.915048075
216453,24748204,OCUBM,19.26940704
216453,24748204,OV90,14.62069281
216453,24748204,OVCAR3,-9.869982382
216453,24748204,PA1,42.3692131
216453,24748204,RKO,18.47402958
216453,24748204,RPMI7951,2.035024665
216453,24748204,SKMEL30,23.14351777
216453,24748204,SKMES1,1.141974583
216453,24748204,SKOV3,16.09406869
216453,24748204,SW620,22.66867374
216453,24748204,SW837,17.89562336
216453,24748204,T47D,-9.012630935
216453,24748204,UACC62,4.916498181
216453,24748204,UWB1289,12.04015258
216453,24748204,UWB1289BRCA1,3.77393591
216453,24748204,VCAP,-5.500935539
216453,24748204,ZR751,-10.64945264
216453,24856436,A2058,6.042479323
216453,24856436,A2780,17.09603358
216453,24856436,A375,13.244417
216453,24856436,A427,-4.459675226
216453,24856436,CAOV3,11.99773027
216453,24856436,COLO320DM,12.2040391
216453,24856436,DLD1,11.66519628
216453,24856436,EFM192B,5.480945691
216453,24856436,ES2,9.32765164
216453,24856436,HCT116,15.28528731
216453,24856436,HT144,15.28347522
216453,24856436,HT29,9.384983539
216453,24856436,KPL1,1.722772235
216453,24856436,LNCAP,8.562991555
216453,24856436,LOVO,3.070339602
216453,24856436,MDAMB436,13.13480878
216453,24856436,MSTO,5.630714722
216453,24856436,NCIH1650,-0.488767614
216453,24856436,NCIH2122,-0.038740567
216453,24856436,NCIH23,6.715873907
216453,24856436,NCIH460,14.86698162
216453,24856436,NCIH520,15.61751294
216453,24856436,OCUBM,16.34828781
216453,24856436,OV90,5.161012797
216453,24856436,OVCAR3,6.51649799
216453,24856436,PA1,-1.269594696
216453,24856436,RKO,8.544055253
216453,24856436,RPMI7951,13.30514909
216453,24856436,SKMEL30,5.808830069
216453,24856436,SKMES1,11.56217861
216453,24856436,SKOV3,19.47928464
216453,24856436,SW620,6.431588528
216453,24856436,SW837,7.27619542
216453,24856436,T47D,-7.370101776
216453,24856436,UACC62,16.98174819
216453,24856436,UWB1289,56.65296547
216453,24856436,UWB1289BRCA1,10.60614094
216453,24856436,VCAP,7.668839888
216453,24856436,ZR751,7.160703519
216453,24958200,A2058,32.17033318
216453,24958200,A2780,7.297904635
216453,24958200,A375,3.409139839
216453,24958200,A427,13.31227238
216453,24958200,CAOV3,-8.68991999
216453,24958200,COLO320DM,9.833241957
216453,24958200,DLD1,5.31215851
216453,24958200,EFM192B,12.4912251
216453,24958200,ES2,8.843804119
216453,24958200,HCT116,7.579419079
216453,24958200,HT144,-53.48177148
216453,24958200,HT29,12.30532653
216453,24958200,KPL1,-4.967836373
216453,24958200,LNCAP,-73.61146513
216453,24958200,LOVO,4.548406443
216453,24958200,MDAMB436,15.78538745
216453,24958200,MSTO,-12.67266585
216453,24958200,NCIH1650,4.782592659
216453,24958200,NCIH2122,17.0352781
216453,24958200,NCIH23,0.787613994
216453,24958200,NCIH460,8.111065012
216453,24958200,NCIH520,9.384782697
216453,24958200,OCUBM,21.24433523
216453,24958200,OV90,14.34279144
216453,24958200,OVCAR3,8.570327298
216453,24958200,PA1,6.486180547
216453,24958200,RKO,14.95914892
216453,24958200,RPMI7951,11.29322691
216453,24958200,SKMEL30,7.932431058
216453,24958200,SKMES1,3.199499443
216453,24958200,SKOV3,17.59548622
216453,24958200,SW620,6.504714655
216453,24958200,SW837,-43.41334659
216453,24958200,T47D,4.694846339
216453,24958200,UACC62,10.98543739
216453,24958200,UWB1289,21.78681202
216453,24958200,UWB1289BRCA1,26.42003924
216453,24958200,VCAP,13.81538365
216453,24958200,ZR751,-0.415905426
216453,24964624,A2058,27.85896904
216453,24964624,A2780,35.52529402
216453,24964624,A375,32.16353676
216453,24964624,A427,33.54284733
216453,24964624,CAOV3,60.49488599
216453,24964624,COLO320DM,26.24319246
216453,24964624,DLD1,20.09043885
216453,24964624,EFM192B,7.057927391
216453,24964624,ES2,10.14645465
216453,24964624,HCT116,11.47993315
216453,24964624,HT144,13.45145607
216453,24964624,HT29,38.46365786
216453,24964624,KPL1,45.62393463
216453,24964624,LNCAP,20.23233462
216453,24964624,LOVO,23.91476532
216453,24964624,MDAMB436,10.17037769
216453,24964624,MSTO,9.098357722
216453,24964624,NCIH1650,27.03868778
216453,24964624,NCIH2122,26.11496453
216453,24964624,NCIH23,18.66691529
216453,24964624,NCIH460,24.11003111
216453,24964624,NCIH520,26.6392148
216453,24964624,OCUBM,16.40230562
216453,24964624,OV90,23.45895699
216453,24964624,OVCAR3,-3.797381078
216453,24964624,PA1,27.62671846
216453,24964624,RKO,24.91008412
216453,24964624,RPMI7951,19.0822103
216453,24964624,SKMEL30,24.57444041
216453,24964624,SKMES1,25.49740374
216453,24964624,SKOV3,28.72216383
216453,24964624,SW620,16.89228063
216453,24964624,SW837,12.62006462
216453,24964624,T47D,14.58880263
216453,24964624,UACC62,21.63954272
216453,24964624,UWB1289,37.07742811
216453,24964624,UWB1289BRCA1,31.94441439
216453,24964624,VCAP,18.11176531
216453,24964624,ZR751,24.37361736
216453,46926350,A2058,12.74248391
216453,46926350,A2780,3.731504039
216453,46926350,A375,17.88941703
216453,46926350,A427,9.663466863
216453,46926350,CAOV3,12.45084386
216453,46926350,COLO320DM,6.019409492
216453,46926350,DLD1,7.638088591
216453,46926350,EFM192B,2.315031451
216453,46926350,ES2,6.051633992
216453,46926350,HCT116,6.258730037
216453,46926350,HT144,1.633194326
216453,46926350,HT29,15.27616947
216453,46926350,KPL1,4.855517122
216453,46926350,LNCAP,21.33391481
216453,46926350,LOVO,5.403311375
216453,46926350,MDAMB436,6.559181567
216453,46926350,MSTO,-7.165135344
216453,46926350,NCIH1650,7.131613409
216453,46926350,NCIH2122,10.48527726
216453,46926350,NCIH23,4.72022092
216453,46926350,NCIH460,-3.66083253
216453,46926350,NCIH520,5.975454455
216453,46926350,OCUBM,9.035002918
216453,46926350,OV90,6.607411556
216453,46926350,OVCAR3,-5.157480798
216453,46926350,PA1,-4.081307263
216453,46926350,RKO,8.958381637
216453,46926350,RPMI7951,2.408023649
216453,46926350,SKMEL30,1.501289318
216453,46926350,SKMES1,-0.467078121
216453,46926350,SKOV3,7.380737465
216453,46926350,SW620,0.882356733
216453,46926350,SW837,-3.599934965
216453,46926350,T47D,-11.03031711
216453,46926350,UACC62,10.31565127
216453,46926350,UWB1289,3.990449393
216453,46926350,UWB1289BRCA1,8.115848259
216453,46926350,VCAP,4.854821265
216453,46926350,ZR751,-0.617946794
387447,60700,A2058,-12.18818438
387447,60700,A2780,-2.587899735
387447,60700,A375,-52.78331514
387447,60700,A427,-0.005490045
387447,60700,CAOV3,-3.896399576
387447,60700,COLO320DM,-11.96534425
387447,60700,DLD1,9.211257173
387447,60700,EFM192B,-23.44329872
387447,60700,ES2,-21.45833034
387447,60700,HCT116,-2.197618563
387447,60700,HT144,-5.68452805
387447,60700,HT29,-18.18157992
387447,60700,KPL1,7.565814879
387447,60700,LNCAP,-16.8464289
387447,60700,LOVO,0.558329438
387447,60700,MDAMB436,0.990585699
387447,60700,MSTO,21.76637409
387447,60700,NCIH1650,-37.35306375
387447,60700,NCIH2122,-8.776582069
387447,60700,NCIH23,-17.17711556
387447,60700,NCIH460,-33.81974983
387447,60700,NCIH520,-22.45005136
387447,60700,OCUBM,-8.481072636
387447,60700,OV90,-12.20427248
387447,60700,OVCAR3,-15.35002177
387447,60700,PA1,-13.78759597
387447,60700,RKO,-3.210901418
387447,60700,RPMI7951,-6.338895574
387447,60700,SKMEL30,-4.762114246
387447,60700,SKMES1,-28.94272555
387447,60700,SKOV3,-10.78558961
387447,60700,SW620,7.747141594
387447,60700,SW837,5.6874714
387447,60700,T47D,-0.682078892
387447,60700,UACC62,-1.498008886
387447,60700,UWB1289,-8.535184662
387447,60700,UWB1289BRCA1,-1.877482978
387447,60700,VCAP,-13.31920317
387447,60700,ZR751,-22.41353036
387447,104842,A2058,28.09286244
387447,104842,A2780,-22.74125359
387447,104842,A375,26.75478809
387447,104842,A427,-9.759148724
387447,104842,CAOV3,-36.21089519
387447,104842,COLO320DM,-1.909821882
387447,104842,DLD1,5.306002845
387447,104842,EFM192B,-1.816098959
387447,104842,ES2,-27.17578999
387447,104842,HCT116,0.252168393
387447,104842,HT144,-5.167653185
387447,104842,HT29,-22.62474929
387447,104842,KPL1,8.161700216
387447,104842,LNCAP,9.937109095
387447,104842,LOVO,11.5858005
387447,104842,MDAMB436,2.917109375
387447,104842,MSTO,64.75092073
387447,104842,NCIH1650,-17.35480308
387447,104842,NCIH2122,-3.170624804
387447,104842,NCIH23,-7.15582119
387447,104842,NCIH460,12.90781697
387447,104842,NCIH520,-36.06637464
387447,104842,OCUBM,14.42431424
387447,104842,OV90,-23.92654268
387447,104842,OVCAR3,14.58647666
387447,104842,PA1,-22.38778664
387447,104842,RKO,15.17145931
387447,104842,RPMI7951,-14.95782149
387447,104842,SKMEL30,-13.02435125
387447,104842,SKMES1,-10.95026714
387447,104842,SKOV3,-11.00320161
387447,104842,SW620,-1.334621875
387447,104842,SW837,-5.738343875
387447,104842,T47D,-11.05282061
387447,104842,UACC62,-12.11596686
387447,104842,UWB1289,-23.34921213
387447,104842,UWB1289BRCA1,3.623277885
387447,104842,VCAP,7.500964718
387447,104842,ZR751,1.969985838
387447,216239,A2058,5.680212916
387447,216239,A2780,-9.618158337
387447,216239,A375,-1.510791697
387447,216239,A427,-0.51958745
387447,216239,CAOV3,-32.20388168
387447,216239,COLO320DM,-19.26735704
387447,216239,DLD1,-1.744798895
387447,216239,EFM192B,-11.9380773
387447,216239,ES2,-23.74510742
387447,216239,HCT116,-4.896653257
387447,216239,HT144,-8.798393335
387447,216239,HT29,-14.24369719
387447,216239,KPL1,-5.81851023
387447,216239,LNCAP,-7.974840686
387447,216239,LOVO,-12.18622651
387447,216239,MDAMB436,-16.92885239
387447,216239,MSTO,-20.90589063
387447,216239,NCIH1650,-11.89760523
387447,216239,NCIH2122,-14.79454224
387447,216239,NCIH23,-10.49909452
387447,216239,NCIH460,-5.46597089
387447,216239,NCIH520,-21.3325054
387447,216239,OCUBM,-2.12519994
387447,216239,OV90,-12.67239461
387447,216239,OVCAR3,-27.50875818
387447,216239,PA1,-10.66376469
387447,216239,RKO,-2.631282431
387447,216239,RPMI7951,-20.15788074
387447,216239,SKMEL30,-3.118219504
387447,216239,SKMES1,-18.67537574
387447,216239,SKOV3,0.950944975
387447,216239,SW620,4.095414573
387447,216239,SW837,-4.021398572
387447,216239,T47D,-6.748286209
387447,216239,UACC62,-11.40104496
387447,216239,UWB1289,-9.939358624
387447,216239,UWB1289BRCA1,-9.004723472
387447,216239,VCAP,-20.68077486
387447,216239,ZR751,-27.04694572
387447,3062316,A2058,21.6596544
387447,3062316,A2780,27.35302788
387447,3062316,A375,24.4102755
387447,3062316,A427,15.32853545
387447,3062316,CAOV3,-2.12586358
387447,3062316,COLO320DM,-11.53186418
387447,3062316,DLD1,13.46373328
387447,3062316,EFM192B,20.73739241
387447,3062316,ES2,4.351803643
387447,3062316,HCT116,-9.217891277
387447,3062316,HT144,-13.58574463
387447,3062316,HT29,-4.76018466
387447,3062316,KPL1,28.20252476
387447,3062316,LNCAP,-24.84117669
387447,3062316,LOVO,38.26264078
387447,3062316,MDAMB436,9.452060079
387447,3062316,MSTO,101.8360377
387447,3062316,NCIH1650,-4.792095598
387447,3062316,NCIH2122,-44.78519575
387447,3062316,NCIH23,-203.7000358
387447,3062316,NCIH460,36.82935113
387447,3062316,NCIH520,-2.926807633
387447,3062316,OCUBM,-1.714288065
387447,3062316,OV90,-12.67982596
387447,3062316,OVCAR3,25.33053402
387447,3062316,PA1,-8.499866484
387447,3062316,RKO,8.023336153
387447,3062316,RPMI7951,0.375050682
387447,3062316,SKMEL30,-11.63233672
387447,3062316,SKMES1,-10.15485192
387447,3062316,SKOV3,-16.71126553
387447,3062316,SW620,20.41344681
387447,3062316,SW837,26.88470633
387447,3062316,T47D,4.145651566
387447,3062316,UACC62,-4.79626446
387447,3062316,UWB1289,-17.29039914
387447,3062316,UWB1289BRCA1,-1.535347509
387447,3062316,VCAP,-6.85515238
387447,3062316,ZR751,39.53908878
387447,5288382,A2058,-12.34475241
387447,5288382,A2780,-17.02476713
387447,5288382,A375,9.453486194
387447,5288382,A427,1.094721232
387447,5288382,CAOV3,-20.85491468
387447,5288382,COLO320DM,3.405439752
387447,5288382,DLD1,-6.082900755
387447,5288382,EFM192B,-15.58675869
387447,5288382,ES2,4.4190087
387447,5288382,HCT116,-4.008197312
387447,5288382,HT144,-13.74556196
387447,5288382,HT29,-30.91418954
387447,5288382,KPL1,-13.38945178
387447,5288382,LNCAP,4.88768632
387447,5288382,LOVO,0.984737226
387447,5288382,MDAMB436,4.84516062
387447,5288382,MSTO,50.83693548
387447,5288382,NCIH1650,-35.69315773
387447,5288382,NCIH2122,-25.06318521
387447,5288382,NCIH23,-41.08430335
387447,5288382,NCIH460,-19.40727362
387447,5288382,NCIH520,-56.43622674
387447,5288382,OCUBM,-1.422994097
387447,5288382,OV90,-24.82392367
387447,5288382,OVCAR3,-36.85741473
387447,5288382,PA1,4.724297939
387447,5288382,RKO,0.500453922
387447,5288382,RPMI7951,-8.300668844
387447,5288382,SKMEL30,-5.73759191
387447,5288382,SKMES1,-35.14950673
387447,5288382,SKOV3,-5.76096405
387447,5288382,SW620,-20.84675917
387447,5288382,SW837,-33.36509163
387447,5288382,T47D,-54.25105653
387447,5288382,UACC62,-45.52184568
387447,5288382,UWB1289,-55.58412712
387447,5288382,UWB1289BRCA1,-28.52349051
387447,5288382,VCAP,-3.415464665
387447,5288382,ZR751,-65.75981373
387447,9887053,A2058,1.295470719
387447,9887053,A2780,-17.15707226
387447,9887053,A375,-14.39687901
387447,9887053,A427,-20.66192282
387447,9887053,CAOV3,-35.32046491
387447,9887053,COLO320DM,-9.670686254
387447,9887053,DLD1,2.394762534
387447,9887053,EFM192B,-10.91323151
387447,9887053,ES2,-18.17370489
387447,9887053,HCT116,-2.620694735
387447,9887053,HT144,-8.644649457
387447,9887053,HT29,-9.234353625
387447,9887053,KPL1,3.331416692
387447,9887053,LNCAP,-38.45014756
387447,9887053,LOVO,-12.43250146
387447,9887053,MDAMB436,-4.970604687
387447,9887053,MSTO,57.34722023
387447,9887053,NCIH1650,-19.20901352
387447,9887053,NCIH2122,3.80375683
387447,9887053,NCIH23,-16.01517651
387447,9887053,NCIH460,-32.03863619
387447,9887053,NCIH520,-25.48082813
387447,9887053,OCUBM,0.803460687
387447,9887053,OV90,-21.923979
387447,9887053,OVCAR3,-5.494604694
387447,9887053,PA1,-32.6864961
387447,9887053,RKO,7.137994479
387447,9887053,RPMI7951,-26.00293045
387447,9887053,SKMEL30,-1.604084876
387447,9887053,SKMES1,-34.93898042
387447,9887053,SKOV3,3.352043339
387447,9887053,SW620,-1.770553895
387447,9887053,SW837,5.982386257
387447,9887053,T47D,-37.74654365
387447,9887053,UACC62,-10.81822536
387447,9887053,UWB1289,-20.78255547
387447,9887053,UWB1289BRCA1,-6.065850335
387447,9887053,VCAP,-3.693664962
387447,9887053,ZR751,-30.64873194
387447,11520894,A2058,-6.295088843
387447,11520894,A2780,4.790598947
387447,11520894,A375,-23.32659332
387447,11520894,A427,-2.704414265
387447,11520894,CAOV3,0.085578314
387447,11520894,COLO320DM,-17.34464319
387447,11520894,DLD1,9.479898135
387447,11520894,EFM192B,19.19130545
387447,11520894,ES2,17.41608912
387447,11520894,HCT116,1.592393707
387447,11520894,HT144,-11.57656028
387447,11520894,HT29,-16.90233122
387447,11520894,KPL1,34.40381568
387447,11520894,LNCAP,7.589511133
387447,11520894,LOVO,20.47515367
387447,11520894,MDAMB436,0.756151264
387447,11520894,MSTO,114.1798682
387447,11520894,NCIH1650,-12.13689924
387447,11520894,NCIH2122,37.59401095
387447,11520894,NCIH23,7.383791385
387447,11520894,NCIH460,6.318663313
387447,11520894,NCIH520,-26.76576926
387447,11520894,OCUBM,6.41714374
387447,11520894,OV90,-2.306785862
387447,11520894,OVCAR3,2.038893786
387447,11520894,PA1,-4.287753991
387447,11520894,RKO,8.326760835
387447,11520894,RPMI7951,9.205613877
387447,11520894,SKMEL30,9.284112587
387447,11520894,SKMES1,-13.9048135
387447,11520894,SKOV3,-2.419684565
387447,11520894,SW620,-2.606203184
387447,11520894,SW837,19.05367101
387447,11520894,T47D,-11.06971667
387447,11520894,UACC62,-13.51387453
387447,11520894,UWB1289,-15.07240688
387447,11520894,UWB1289BRCA1,4.800447388
387447,11520894,VCAP,9.04525497
387447,11520894,ZR751,-0.305533088
387447,11960529,A2058,7.23794769
387447,11960529,A2780,-7.797682304
387447,11960529,A375,15.1176728
387447,11960529,A427,-4.917174981
387447,11960529,CAOV3,28.91084263
387447,11960529,COLO320DM,-13.57683179
387447,11960529,DLD1,9.165916843
387447,11960529,EFM192B,6.681245432
387447,11960529,ES2,-2.230632319
387447,11960529,HCT116,7.320155847
387447,11960529,HT144,-2.168953777
387447,11960529,HT29,-15.42171027
387447,11960529,KPL1,19.04739794
387447,11960529,LNCAP,12.36331078
387447,11960529,LOVO,1.040175706
387447,11960529,MDAMB436,2.841427648
387447,11960529,MSTO,6.953285958
387447,11960529,NCIH1650,-11.33553539
387447,11960529,NCIH2122,15.89472332
387447,11960529,NCIH23,-1.349348796
387447,11960529,NCIH460,8.981162136
387447,11960529,NCIH520,-21.12397099
387447,11960529,OCUBM,8.260545628
387447,11960529,OV90,5.606347083
387447,11960529,OVCAR3,-1.306324328
387447,11960529,PA1,4.306650457
387447,11960529,RKO,9.845917157
387447,11960529,RPMI7951,2.286421393
387447,11960529,SKMEL30,-0.891900965
387447,11960529,SKMES1,-8.558738198
387447,11960529,SKOV3,0.855119157
387447,11960529,SW620,6.598887998
387447,11960529,SW837,-11.22651581
387447,11960529,T47D,-18.76073137
387447,11960529,UACC62,-7.514837482
387447,11960529,UWB1289,-11.61664795
387447,11960529,UWB1289BRCA1,1.069418293
387447,11960529,VCAP,3.072618197
387447,11960529,ZR751,-21.03920298
387447,11977753,A2058,6.817662576
387447,11977753,A2780,4.111028374
387447,11977753,A375,20.49768574
387447,11977753,A427,0.787694845
387447,11977753,CAOV3,-2.713845115
387447,11977753,COLO320DM,-4.774126039
387447,11977753,DLD1,9.89297753
387447,11977753,EFM192B,2.675415138
387447,11977753,ES2,13.04491194
387447,11977753,HCT116,13.01763543
387447,11977753,HT144,7.51825186
387447,11977753,HT29,0.975639199
387447,11977753,KPL1,12.37392544
387447,11977753,LNCAP,71.13581489
387447,11977753,LOVO,21.58994155
387447,11977753,MDAMB436,11.89309428
387447,11977753,MSTO,72.65026596
387447,11977753,NCIH1650,-11.10806125
387447,11977753,NCIH2122,-2.796461281
387447,11977753,NCIH23,5.427119447
387447,11977753,NCIH460,21.67089907
387447,11977753,NCIH520,-20.11544403
387447,11977753,OCUBM,9.267178328
387447,11977753,OV90,-1.14269365
387447,11977753,OVCAR3,-5.125809948
387447,11977753,PA1,5.172717779
387447,11977753,RKO,17.09186465
387447,11977753,RPMI7951,1.727529975
387447,11977753,SKMEL30,14.54971192
387447,11977753,SKMES1,-0.268602953
387447,11977753,SKOV3,5.599123797
387447,11977753,SW620,15.50633951
387447,11977753,SW837,27.78943825
387447,11977753,T47D,87.02122222
387447,11977753,UACC62,-3.01473291
387447,11977753,UWB1289,-11.45222996
387447,11977753,UWB1289BRCA1,11.7669781
387447,11977753,VCAP,12.93954678
387447,11977753,ZR751,19.3240243
387447,16224745,A2058,16.40949801
387447,16224745,A2780,-12.22617953
387447,16224745,A375,0.194228645
387447,16224745,A427,-7.561743762
387447,16224745,CAOV3,-15.75781949
387447,16224745,COLO320DM,-29.64125734
387447,16224745,DLD1,3.715449404
387447,16224745,EFM192B,-4.1475822
387447,16224745,ES2,-33.73188195
387447,16224745,HCT116,2.490436412
387447,16224745,HT144,-167.5247327
387447,16224745,HT29,-18.4238796
387447,16224745,KPL1,-0.913838034
387447,16224745,LNCAP,-181.2876039
387447,16224745,LOVO,-3.359921649
387447,16224745,MDAMB436,-5.892559953
387447,16224745,MSTO,25.58225158
387447,16224745,NCIH1650,-22.29307766
387447,16224745,NCIH2122,-44.45731987
387447,16224745,NCIH23,-18.10129902
387447,16224745,NCIH460,4.402308611
387447,16224745,NCIH520,-26.96549692
387447,16224745,OCUBM,0.818388347
387447,16224745,OV90,-15.86483071
387447,16224745,OVCAR3,-15.33051891
387447,16224745,PA1,-4.615356542
387447,16224745,RKO,-1.102151952
387447,16224745,RPMI7951,-22.10843367
387447,16224745,SKMEL30,-11.38392655
387447,16224745,SKMES1,-29.32207731
387447,16224745,SKOV3,-16.16944838
387447,16224745,SW620,17.04508519
387447,16224745,SW837,-194.361426
387447,16224745,T47D,-8.126399187
387447,16224745,UACC62,-14.22081134
387447,16224745,UWB1289,-26.30370985
387447,16224745,UWB1289BRCA1,-30.67570713
387447,16224745,VCAP,4.034987219
387447,16224745,ZR751,-25.92906309
387447,46926350,A2058,-20.0646923
387447,46926350,A2780,-27.63468162
387447,46926350,A375,-9.021721259
387447,46926350,A427,-13.08659913
387447,46926350,CAOV3,-23.1522558
387447,46926350,COLO320DM,-35.61378794
387447,46926350,DLD1,-8.513093383
387447,46926350,EFM192B,-17.77242153
387447,46926350,ES2,-29.55305764
387447,46926350,HCT116,-23.24848597
387447,46926350,HT144,-18.78198328
387447,46926350,HT29,-20.60522746
387447,46926350,KPL1,-3.155660255
387447,46926350,LNCAP,-10.75062215
387447,46926350,LOVO,-16.74289563
387447,46926350,MDAMB436,-21.86566212
387447,46926350,MSTO,-10.37374052
387447,46926350,NCIH1650,-36.35803272
387447,46926350,NCIH2122,-25.36699326
387447,46926350,NCIH23,-21.38269258
387447,46926350,NCIH460,-24.29165293
387447,46926350,NCIH520,-42.04754365
387447,46926350,OCUBM,-7.663905007
387447,46926350,OV90,-28.66736455
387447,46926350,OVCAR3,-29.3334622
387447,46926350,PA1,-17.48055749
387447,46926350,RKO,-17.38781674
387447,46926350,RPMI7951,-10.20828102
387447,46926350,SKMEL30,-11.61182111
387447,46926350,SKMES1,-33.42437027
387447,46926350,SKOV3,-32.0419469
387447,46926350,SW620,-17.56227003
387447,46926350,SW837,-33.78299517
387447,46926350,T47D,-30.84448292
387447,46926350,UACC62,-20.94367758
387447,46926350,UWB1289,-38.93730384
387447,46926350,UWB1289BRCA1,-21.87318412
387447,46926350,VCAP,-21.60681736
387447,46926350,ZR751,-28.27517706
426756,5311,A2058,-23.29399798
426756,5311,A2780,13.24292493
426756,5311,A375,17.95513228
426756,5311,A427,-29.53116203
426756,5311,CAOV3,15.09436246
426756,5311,COLO320DM,-0.166464617
426756,5311,DLD1,-3.408634619
426756,5311,EFM192B,-4.784087207
426756,5311,ES2,-3.361711386
426756,5311,HCT116,6.039873536
426756,5311,HT144,10.8675827
426756,5311,HT29,13.81386298
426756,5311,KPL1,8.144448194
426756,5311,LNCAP,13.65645561
426756,5311,LOVO,8.504959585
426756,5311,MDAMB436,3.466193078
426756,5311,MSTO,-0.699256102
426756,5311,NCIH1650,-8.14993513
426756,5311,NCIH2122,1.111010902
426756,5311,NCIH23,-20.82674627
426756,5311,NCIH460,3.891640445
426756,5311,NCIH520,-9.915142007
426756,5311,OCUBM,-13.66303184
426756,5311,OV90,-6.848438492
426756,5311,OVCAR3,-5.045484957
426756,5311,PA1,-13.32872094
426756,5311,RKO,17.826419
426756,5311,RPMI7951,-4.760023907
426756,5311,SKMEL30,-1.237884744
426756,5311,SKMES1,7.420193697
426756,5311,SKOV3,5.333013758
426756,5311,SW620,-12.76253901
426756,5311,SW837,-0.824075768
426756,5311,T47D,39.85203418
426756,5311,UACC62,10.72267618
426756,5311,UWB1289,13.431023
426756,5311,UWB1289BRCA1,8.248025274
426756,5311,VCAP,13.19321045
426756,5311,ZR751,-3.942899532
426756,5394,A2058,-14.56298729
426756,5394,A2780,-2.742600075
426756,5394,A375,-20.91919522
426756,5394,A427,-11.57812003
426756,5394,CAOV3,-36.36116069
426756,5394,COLO320DM,-0.999442062
426756,5394,DLD1,-19.10162123
426756,5394,EFM192B,-30.62935068
426756,5394,ES2,-9.036404376
426756,5394,HCT116,-9.321668267
426756,5394,HT144,-33.50202799
426756,5394,HT29,-13.24835973
426756,5394,KPL1,2.091516492
426756,5394,LNCAP,-42.80536021
426756,5394,LOVO,4.523759783
426756,5394,MDAMB436,-2.212359892
426756,5394,MSTO,-24.53744741
426756,5394,NCIH1650,-35.00891969
426756,5394,NCIH2122,-18.42841882
426756,5394,NCIH23,-35.45029363
426756,5394,NCIH460,-33.16823411
426756,5394,NCIH520,-2.430803914
426756,5394,OCUBM,-10.9671359
426756,5394,OV90,-10.54687423
426756,5394,OVCAR3,-21.7482679
426756,5394,PA1,-7.948085197
426756,5394,RKO,-1.231125407
426756,5394,RPMI7951,2.087713979
426756,5394,SKMEL30,5.81345995
426756,5394,SKMES1,-10.69268337
426756,5394,SKOV3,-20.80908008
426756,5394,SW620,1.218622561
426756,5394,SW837,-27.05329304
426756,5394,T47D,-136.9097827
426756,5394,UACC62,-11.9998905
426756,5394,UWB1289,5.891952299
426756,5394,UWB1289BRCA1,7.056450806
